Instance,BestCost,MeanCost,StdDevCost,MeanIterations,Satisfability
B-n44-k7,939.5908675154456,976.4421288083174,32.85156035262814,122684.0,617.0,43/43
B-n45-k5,786.1940712314284,825.0908194294547,53.50722724917807,107119.6,530.8,44/44
B-n45-k6,734.7344795437668,763.1833333931088,29.984367671205895,79526.4,394.2,44/44
B-n50-k7,744.2280442400831,749.3336822937176,5.800308577101813,70307.2,359.2,49/49
B-n50-k8,1331.558854949252,1334.98951045436,2.9922123711836917,92953.4,467.6,49/49
B-n51-k7,1091.7070105808236,1153.265732739786,35.37409656134768,83202.8,412.4,50/50
B-n52-k7,752.1307010572057,775.0910705032351,42.118048099920685,144787.2,739.2,51/51
B-n56-k7,719.8355045105772,743.4245279976816,28.859474289841945,26892.0,137.0,55/55
B-n57-k7,1146.8003642136111,1260.7369832213788,160.8584116264721,35813.6,177.8,56/56
B-n57-k9,1617.2167931160695,1648.59280802633,33.82055025928901,109475.2,553.4,56/56
B-n63-k10,1562.744911771106,1638.3915161076297,57.65552175007185,72380.0,362.4,62/62
B-n64-k9,981.4004578310931,1016.2332596849446,27.117589282202,145257.2,719.6,63/63
B-n66-k9,1430.3165061253753,1444.0522178140418,19.472227772937607,153781.6,761.8,65/65
B-n67-k10,1081.7676510073634,1131.1499966811145,65.1111622434322,94067.8,473.2,66/66
B-n68-k9,1301.7365592978085,1341.218281454478,41.96207774931247,101340.0,507.2,67/67
B-n78-k10,1290.718677264677,1346.5278089401495,56.49684293833812,224134.6,1115.6,77/77
